loan_number,loan_status_description
74693251,CURRENT
68448198,COMPLETED
12528708,COMPLETED
2364612,COMPLETED
71024079,CURRENT
39752074,COMPLETED
38362414,CHARGEOFF
7324806,COMPLETED
38635259,COMPLETED
8055274,COMPLETED
57774235,COMPLETED
46084822,COMPLETED
29715258,COMPLETED
79652668,CURRENT
74655212,CHARGEOFF
69017850,COMPLETED
60416317,COMPLETED
70911949,COMPLETED
75201166,COMPLETED
21209940,COMPLETED
3704669,CHARGEOFF
30656085,COMPLETED
7370660,COMPLETED
48694811,CHARGEOFF
28753862,COMPLETED
55797193,CURRENT
75688886,COMPLETED
80518156,CURRENT
64270393,COMPLETED
3454890,COMPLETED
1524083,COMPLETED
39198182,COMPLETED
5779376,COMPLETED
73734401,COMPLETED
59211652,COMPLETED
57518379,COMPLETED
12438253,COMPLETED
3629817,CHARGEOFF
27562376,CHARGEOFF
1429252,COMPLETED
65048213,COMPLETED
24665121,COMPLETED
57284621,COMPLETED
21431311,COMPLETED
57034545,CHARGEOFF
52819014,COMPLETED
14578781,CHARGEOFF
55350267,COMPLETED
78983264,CURRENT
3347310,COMPLETED
16150820,COMPLETED
40961345,CHARGEOFF
64331110,COMPLETED
66582367,CHARGEOFF
42944769,COMPLETED
17793614,COMPLETED
74956319,CURRENT
73618312,CURRENT
59462892,CURRENT
38647963,COMPLETED
77391246,CURRENT
41100133,COMPLETED
43156031,CURRENT
57135184,COMPLETED
70321719,COMPLETED
15439633,COMPLETED
8995077,COMPLETED
67725277,CHARGEOFF
41398160,COMPLETED
28933739,COMPLETED
4308195,CHARGEOFF
21380910,COMPLETED
20109124,COMPLETED
46144350,CURRENT
61592793,COMPLETED
69712374,CURRENT
3702948,CURRENT
29654731,COMPLETED
1576689,CURRENT
57793488,COMPLETED
74574244,CHARGEOFF
68831438,COMPLETED
1149935,COMPLETED
1438813,COMPLETED
38792240,COMPLETED
19446529,COMPLETED
79290149,COMPLETED
80792454,CHARGEOFF
69572694,COMPLETED
75319763,COMPLETED
39350173,COMPLETED
2994579,COMPLETED
69462695,COMPLETED
7068366,COMPLETED
60890699,CHARGEOFF
57125054,CURRENT
79975424,COMPLETED
10162890,COMPLETED
73181736,COMPLETED
50163193,COMPLETED
67328656,CHARGEOFF
57674513,COMPLETED
34603283,COMPLETED
50496590,COMPLETED
3349056,COMPLETED
66600144,CURRENT
51245427,CHARGEOFF
51156644,COMPLETED
71956262,COMPLETED
73478955,COMPLETED
71032316,CURRENT
55139140,COMPLETED
34483760,COMPLETED
6186382,COMPLETED
68376951,COMPLETED
71064457,CURRENT
4166668,COMPLETED
27250211,CURRENT
48826300,CHARGEOFF
68433568,COMPLETED
22282672,CURRENT
63868202,CURRENT
83183855,CHARGEOFF
49984480,COMPLETED
42571330,COMPLETED
63217902,CURRENT
68867588,CURRENT
9505060,COMPLETED
68618179,CURRENT
47531552,COMPLETED
12448332,COMPLETED
31256326,COMPLETED
47270125,COMPLETED
9077989,COMPLETED
1475461,COMPLETED
12417944,CHARGEOFF
16331577,COMPLETED
44037458,COMPLETED
17232993,COMPLETED
74636940,CURRENT
61399929,CHARGEOFF
1402034,CHARGEOFF
62589453,COMPLETED
79093765,CHARGEOFF
31246942,COMPLETED
35663365,COMPLETED
68437116,CURRENT
3287234,COMPLETED
71562795,CHARGEOFF
66603987,COMPLETED
59131500,COMPLETED
1681771,CHARGEOFF
28502804,COMPLETED
61465030,COMPLETED
59799198,CHARGEOFF
1099254,COMPLETED
83990464,COMPLETED
23996355,COMPLETED
68813458,CURRENT
2014798,COMPLETED
68634239,COMPLETED
68395289,CHARGEOFF
69980710,COMPLETED
5620273,COMPLETED
8586282,CHARGEOFF
41143325,COMPLETED
32519699,COMPLETED
73903965,CURRENT
55565136,COMPLETED
6577000,COMPLETED
78180173,CHARGEOFF
79152619,CURRENT
66056218,CURRENT
70923914,COMPLETED
68516253,CHARGEOFF
52819119,CHARGEOFF
33039881,COMPLETED
78158480,CURRENT
8115924,COMPLETED
20568681,CURRENT
46777022,COMPLETED
63998107,COMPLETED
77400094,COMPLETED
41388604,COMPLETED
69010343,CURRENT
75468082,CHARGEOFF
72917415,CURRENT
17112583,COMPLETED
1464203,COMPLETED
57014835,COMPLETED
72732462,CURRENT
55208212,CHARGEOFF
35713541,COMPLETED
11367826,COMPLETED
7927102,COMPLETED
71756310,COMPLETED
64300414,COMPLETED
48665620,COMPLETED
81553977,CURRENT
50869163,COMPLETED
75189538,CHARGEOFF
17423388,CURRENT
56652859,CURRENT
3108367,CHARGEOFF
66546984,COMPLETED
2895536,COMPLETED
29804538,COMPLETED
44116419,CHARGEOFF
2364567,COMPLETED
18885875,CHARGEOFF
3807477,CHARGEOFF
12425244,CURRENT
33311944,COMPLETED
63159267,CURRENT
46116347,COMPLETED
44045873,COMPLETED
14629290,COMPLETED
46631394,CURRENT
51929115,CHARGEOFF
49924501,COMPLETED
83154109,CURRENT
17463115,COMPLETED
38646145,COMPLETED
3633646,COMPLETED
55421870,CURRENT
37077814,COMPLETED
12567579,COMPLETED
40258082,COMPLETED
3354150,CHARGEOFF
28564305,CHARGEOFF
11955120,COMPLETED
52668850,CHARGEOFF
13998876,COMPLETED
26509245,COMPLETED
38565910,COMPLETED
52046265,COMPLETED
7884681,COMPLETED
32989793,CHARGEOFF
77891591,COMPLETED
72783381,CURRENT
38498948,CURRENT
14680271,COMPLETED
48100521,CURRENT
64290206,COMPLETED
65656748,CURRENT
9264626,COMPLETED
27581180,CHARGEOFF
84091361,CURRENT
40385240,COMPLETED
33430220,COMPLETED
51265841,COMPLETED
75973736,COMPLETED
28121999,CHARGEOFF
35216370,COMPLETED
12567647,CURRENT
45374755,COMPLETED
73590303,CURRENT
33401571,CHARGEOFF
8405670,COMPLETED
10105038,COMPLETED
1180720,COMPLETED
43380274,COMPLETED
75159611,CURRENT
31637797,COMPLETED
38476918,CURRENT
13927848,CHARGEOFF
77388262,CURRENT
45604147,COMPLETED
46588094,DEFAULTED
18966108,COMPLETED
19687309,COMPLETED
69495592,COMPLETED
1682436,COMPLETED
60466551,COMPLETED
46254127,CURRENT
5768204,CHARGEOFF
16672074,COMPLETED
19135665,COMPLETED
2865210,COMPLETED
74675275,COMPLETED
32008277,COMPLETED
46809250,COMPLETED
13577506,COMPLETED
72164528,COMPLETED
10149566,CHARGEOFF
53524812,COMPLETED
7937068,COMPLETED
58533115,COMPLETED
14518829,COMPLETED
65048539,COMPLETED
33251192,COMPLETED
42673129,COMPLETED
56069854,COMPLETED
10097865,CHARGEOFF
38371477,COMPLETED
4464975,COMPLETED
63465936,COMPLETED
70961299,CURRENT
22294589,CHARGEOFF
59572403,CURRENT
64008734,COMPLETED
1087569,CHARGEOFF
1375174,CURRENT
72533566,CURRENT
67348724,COMPLETED
65404354,COMPLETED
81468193,CURRENT
60115167,CURRENT
74526035,CURRENT
18384351,COMPLETED
59402212,CHARGEOFF
9724642,COMPLETED
74964996,COMPLETED
46817094,COMPLETED
2645137,COMPLETED
11154616,COMPLETED
40483168,COMPLETED
61470271,COMPLETED
15450276,COMPLETED
39572668,COMPLETED
12465869,CHARGEOFF
10152590,CURRENT
23243521,CHARGEOFF
22232942,CURRENT
48605828,COMPLETED
59552043,CURRENT
83313222,CURRENT
72585785,CURRENT
23192890,COMPLETED
40460564,COMPLETED
11455274,COMPLETED
10155973,CHARGEOFF
83827248,CURRENT
11664989,COMPLETED
70812721,CURRENT
6875678,CHARGEOFF
61339243,CURRENT
7639472,COMPLETED
67325120,CURRENT
1507991,COMPLETED
15500151,CHARGEOFF
72784190,COMPLETED
3106183,COMPLETED
12916066,COMPLETED
39369630,CURRENT
1674867,CURRENT
1490414,COMPLETED
38436639,COMPLETED
40402313,COMPLETED
8628715,COMPLETED
67998308,CURRENT
31978872,COMPLETED
69882380,CHARGEOFF
12455614,CHARGEOFF
61518860,COMPLETED
42673475,COMPLETED
49833451,CHARGEOFF
78358795,CURRENT
63497591,COMPLETED
29874660,COMPLETED
71012257,COMPLETED
60941703,CURRENT
67367348,CHARGEOFF
70093203,CHARGEOFF
51167100,CHARGEOFF
59140166,COMPLETED
54403659,CHARGEOFF
9208011,COMPLETED
47582446,COMPLETED
59219414,COMPLETED
28683208,COMPLETED
4295287,COMPLETED
7705603,CHARGEOFF
81467940,COMPLETED
42364730,COMPLETED
78230858,COMPLETED
3806039,COMPLETED
33571313,CHARGEOFF
32159146,CURRENT
56884412,CHARGEOFF
7619055,COMPLETED
20228261,CURRENT
56492739,COMPLETED
65786245,COMPLETED
4287651,COMPLETED
1292834,CHARGEOFF
48150656,COMPLETED
38657538,COMPLETED
84081343,CURRENT
48203079,COMPLETED
60666336,CURRENT
12245361,COMPLETED
72764343,CHARGEOFF
21260771,COMPLETED
5786543,COMPLETED
59123145,CURRENT
41369431,COMPLETED
38413243,COMPLETED
67299008,CURRENT
70992001,CURRENT
65806937,COMPLETED
76965723,CURRENT
44036066,COMPLETED
1331925,COMPLETED
13907889,COMPLETED
27681403,COMPLETED
5374740,CURRENT
65684759,CURRENT
79152292,CURRENT
29174468,COMPLETED
70061350,CHARGEOFF
38098315,COMPLETED
75310668,COMPLETED
41061323,COMPLETED
1544265,COMPLETED
10123599,CHARGEOFF
54316837,CURRENT
8616860,COMPLETED
68871288,CHARGEOFF
67725863,CHARGEOFF
68756206,CURRENT
45324787,COMPLETED
24024542,COMPLETED
38252197,COMPLETED
59561308,COMPLETED
8064921,COMPLETED
73874160,CURRENT
70773188,CURRENT
31156509,COMPLETED
1267814,CURRENT
38141674,CHARGEOFF
7045048,COMPLETED
79101214,COMPLETED
22263031,COMPLETED
78769144,COMPLETED
31477421,COMPLETED
37641096,COMPLETED
79081833,CURRENT
55258472,COMPLETED
51205854,CHARGEOFF
63867530,CURRENT
11377321,CURRENT
13887822,COMPLETED
65200879,CURRENT
24194502,COMPLETED
44876090,CURRENT
77320053,COMPLETED
47168144,COMPLETED
43849233,CHARGEOFF
68539389,CURRENT
80628232,CHARGEOFF
83302304,CURRENT
50466944,CURRENT
12516307,CHARGEOFF
73385734,CHARGEOFF
59592110,COMPLETED
59502088,COMPLETED
40962402,COMPLETED
57327256,COMPLETED
6835850,COMPLETED
58040879,COMPLETED
55272201,COMPLETED
60507532,COMPLETED
50607075,CURRENT
54335368,CURRENT
75830568,CURRENT
59241728,COMPLETED
53794540,COMPLETED
32089271,COMPLETED
44633634,CHARGEOFF
69664231,CURRENT
39987475,COMPLETED
53030572,COMPLETED
73813945,COMPLETED
39612644,CHARGEOFF
29754910,CURRENT
57236214,CURRENT
58090742,COMPLETED
3631079,COMPLETED
46736008,COMPLETED
7934968,COMPLETED
63399849,COMPLETED
3017139,COMPLETED
63488299,CURRENT
50333219,COMPLETED
75720441,CURRENT
68503515,CHARGEOFF
66463428,CURRENT
16542355,COMPLETED
64842355,CHARGEOFF
80663917,CURRENT
1562392,COMPLETED
38606780,CHARGEOFF
7445150,COMPLETED
10139324,COMPLETED
70811441,CURRENT
42454400,COMPLETED
13417672,COMPLETED
25227003,COMPLETED
64832883,CURRENT
61432648,COMPLETED
2784771,COMPLETED
74161138,COMPLETED
17542908,CHARGEOFF
60596471,CURRENT
22361549,COMPLETED
46835067,CHARGEOFF
67880196,COMPLETED
46175620,CURRENT
65814313,CURRENT
8999056,COMPLETED
69186781,CURRENT
34353245,COMPLETED
20670809,COMPLETED
71745267,COMPLETED
40422249,CHARGEOFF
35998141,COMPLETED
65373672,COMPLETED
66461462,COMPLETED
74955462,CHARGEOFF
14578403,COMPLETED
65724145,COMPLETED
65762154,CHARGEOFF
30916072,COMPLETED
46811056,COMPLETED
26247929,COMPLETED
10142606,COMPLETED
28773506,COMPLETED
65692483,CURRENT
57872799,COMPLETED
7390296,COMPLETED
20038235,COMPLETED
51836447,COMPLETED
69732305,CHARGEOFF
4335134,COMPLETED
7691145,COMPLETED
55289598,COMPLETED
72575797,CURRENT
78993695,COMPLETED
38537541,CHARGEOFF
1419677,COMPLETED
60719244,COMPLETED
28693984,COMPLETED
66456188,CURRENT
52056629,CHARGEOFF
12447695,COMPLETED
1417185,COMPLETED
31917898,COMPLETED
63214265,COMPLETED
74834219,CHARGEOFF
46703077,CURRENT
43440167,CHARGEOFF
63416863,CHARGEOFF
34373134,COMPLETED
77530261,CURRENT
8567882,COMPLETED
74717118,CURRENT
32729729,CURRENT
2286213,COMPLETED
46214492,CHARGEOFF
42484658,COMPLETED
54543516,CURRENT
42375479,COMPLETED
23153159,CHARGEOFF
13065869,COMPLETED
47008568,CURRENT
1322945,CHARGEOFF
20408549,CHARGEOFF
82840435,CHARGEOFF
48565044,COMPLETED
3162382,COMPLETED
52668125,CHARGEOFF
69535186,CHARGEOFF
72753540,COMPLETED
37780221,DEFAULTED
39389147,COMPLETED
55501500,CHARGEOFF
57166617,COMPLETED
11885756,COMPLETED
39359514,COMPLETED
78952350,COMPLETED
13597962,COMPLETED
5646205,COMPLETED
1683563,CHARGEOFF
77211796,COMPLETED
59543024,CURRENT
66590940,CHARGEOFF
61433967,CURRENT
12617596,COMPLETED
67899791,COMPLETED
10175450,CHARGEOFF
24725964,COMPLETED
51696337,CURRENT
53464806,COMPLETED
10085646,COMPLETED
3535393,COMPLETED
83748007,COMPLETED
3626851,COMPLETED
6582529,CHARGEOFF
65404898,CURRENT
68468762,COMPLETED
10128686,COMPLETED
3235873,COMPLETED
61499342,CURRENT
10757435,COMPLETED
42295394,CURRENT
9007550,CHARGEOFF
11645000,CHARGEOFF
6174696,CURRENT
5335871,COMPLETED
4245431,COMPLETED
67406506,CURRENT
51636665,CHARGEOFF
51055127,CURRENT
67979682,COMPLETED
14808919,CHARGEOFF
21570635,COMPLETED
68545999,CURRENT
78478256,COMPLETED
41420165,COMPLETED
55259555,CURRENT
13317057,COMPLETED
60635373,CHARGEOFF
79712895,CURRENT
6735788,COMPLETED
9217005,COMPLETED
19687690,CHARGEOFF
19897284,COMPLETED
48222639,CURRENT
20409331,COMPLETED
44836851,COMPLETED
10584899,COMPLETED
13468090,COMPLETED
52026636,CHARGEOFF
4325210,COMPLETED
68424444,COMPLETED
46125244,CURRENT
49643677,CHARGEOFF
3016101,COMPLETED
4155405,COMPLETED
2087922,COMPLETED
44936485,COMPLETED
15179275,COMPLETED
41226437,COMPLETED
68753143,COMPLETED
61415833,COMPLETED
3724793,CURRENT
3106688,COMPLETED
42463886,CURRENT
13416975,COMPLETED
57366160,COMPLETED
15270517,COMPLETED
42954751,CURRENT
5354737,COMPLETED
54514717,CURRENT
41610221,COMPLETED
1277862,COMPLETED
14530214,COMPLETED
50646400,COMPLETED
1679496,COMPLETED
77530510,CURRENT
78639265,CURRENT
23563596,COMPLETED
40989250,CURRENT
58504305,CURRENT
68982149,COMPLETED
77358759,CURRENT
6320879,COMPLETED
11454964,COMPLETED
49893564,COMPLETED
73440779,COMPLETED
75962032,COMPLETED
69922215,CURRENT
4311816,COMPLETED
58280481,CURRENT
77328735,COMPLETED
55098134,CURRENT
20810982,COMPLETED
3371897,COMPLETED
71867191,COMPLETED
11395961,COMPLETED
45295031,COMPLETED
73855991,COMPLETED
69346208,CHARGEOFF
61672360,COMPLETED
8666962,COMPLETED
55573144,COMPLETED
41810297,COMPLETED
61518242,COMPLETED
51156530,COMPLETED
40931797,COMPLETED
17163149,COMPLETED
10163184,COMPLETED
17342832,COMPLETED
52798824,COMPLETED
28562571,COMPLETED
65604582,COMPLETED
39612413,COMPLETED
15380085,COMPLETED
12927487,CHARGEOFF
1352183,CHARGEOFF
69059527,CURRENT
6178229,COMPLETED
31196900,COMPLETED
31006172,CURRENT
22404391,COMPLETED
58673806,CURRENT
19716482,COMPLETED
78269151,CURRENT
45394549,CURRENT
69453520,COMPLETED
43520067,CHARGEOFF
65823204,COMPLETED
73835090,COMPLETED
41113350,COMPLETED
51376909,COMPLETED
79472358,COMPLETED
9767185,COMPLETED
1472641,COMPLETED
58502978,CURRENT
9665554,COMPLETED
16491320,COMPLETED
67888919,COMPLETED
27040011,COMPLETED
22264330,COMPLETED
12436893,COMPLETED
70641029,CURRENT
63486266,COMPLETED
41510208,CURRENT
83669693,CHARGEOFF
79653136,DEFAULTED
17914579,COMPLETED
1468671,COMPLETED
6405119,COMPLETED
68792321,DEFAULTED
51856632,COMPLETED
66540959,CURRENT
42994373,COMPLETED
63428702,CURRENT
70790502,CURRENT
51867324,CURRENT
67215573,COMPLETED
50213804,COMPLETED
42374995,COMPLETED
51756464,COMPLETED
63409477,COMPLETED
55544284,CURRENT
44125318,COMPLETED
75710736,CURRENT
24795198,CURRENT
75909300,COMPLETED
27501845,CHARGEOFF
70822658,CHARGEOFF
12426740,COMPLETED
68905286,COMPLETED
78982963,COMPLETED
36138905,COMPLETED
22434613,CURRENT
19106948,CURRENT
11014827,COMPLETED
74533573,CURRENT
28703338,COMPLETED
1122751,CHARGEOFF
76092069,CURRENT
39529560,COMPLETED
50466943,COMPLETED
55249931,CHARGEOFF
68384745,COMPLETED
33491391,CURRENT
46846079,CHARGEOFF
67075224,COMPLETED
70210561,COMPLETED
70955924,CURRENT
34462438,COMPLETED
63134508,COMPLETED
65782711,CHARGEOFF
7665115,COMPLETED
3289161,COMPLETED
10587369,CHARGEOFF
29084050,COMPLETED
51437558,COMPLETED
61431209,COMPLETED
41288626,CURRENT
77561321,CURRENT
61942352,CURRENT
13457945,COMPLETED
75710366,CURRENT
56002570,CURRENT
42433164,CHARGEOFF
81435263,CURRENT
3626379,COMPLETED
60760664,COMPLETED
40481915,COMPLETED
17745342,COMPLETED
73650866,CURRENT
70742581,COMPLETED
43975682,CHARGEOFF
10097269,COMPLETED
47727311,CHARGEOFF
51986195,COMPLETED
8968050,COMPLETED
36079371,CHARGEOFF
73450513,CURRENT
1489052,COMPLETED
75060383,CHARGEOFF
50656318,CHARGEOFF
43305332,COMPLETED
1475970,COMPLETED
39650199,COMPLETED
43359424,CURRENT
42275345,CHARGEOFF
78700736,CURRENT
40483570,COMPLETED
36201841,CHARGEOFF
55910825,COMPLETED
42834179,CURRENT
7082856,CURRENT
56118135,COMPLETED
60406406,COMPLETED
62195399,COMPLETED
13307110,CURRENT
44086909,COMPLETED
69317368,CHARGEOFF
3702636,COMPLETED
41419645,CURRENT
63178621,CHARGEOFF
20479444,COMPLETED
32318785,CHARGEOFF
33240395,COMPLETED
43325810,COMPLETED
17844653,COMPLETED
46255850,COMPLETED
46506306,COMPLETED
80679968,CURRENT
75760846,COMPLETED
67287994,COMPLETED
56071545,CURRENT
60246424,CURRENT
48976654,CURRENT
16201228,COMPLETED
42884784,COMPLETED
63339109,COMPLETED
35063804,CHARGEOFF
76343939,COMPLETED
1498328,COMPLETED
30695699,CHARGEOFF
8444564,COMPLETED
63419155,COMPLETED
5424675,COMPLETED
8295589,COMPLETED
73794786,COMPLETED
40553423,CHARGEOFF
20107632,COMPLETED
58141396,CURRENT
78550107,CURRENT
12916308,COMPLETED
58070257,CURRENT
18905910,COMPLETED
66524688,CURRENT
54393329,COMPLETED
5456102,COMPLETED
60943521,COMPLETED
5835169,COMPLETED
6595475,COMPLETED
19515991,CURRENT
38574181,CHARGEOFF
62814799,CHARGEOFF
18495327,CURRENT
1162771,COMPLETED
78973169,CURRENT
51316962,COMPLETED
35216258,COMPLETED
6697168,COMPLETED
69635794,CHARGEOFF
59381640,CURRENT
19556369,CHARGEOFF
46044199,COMPLETED
49763653,CURRENT
72684821,CHARGEOFF
12928209,COMPLETED
50586669,COMPLETED
44037284,COMPLETED
39622324,COMPLETED
3215944,COMPLETED
46726959,COMPLETED
11414780,COMPLETED
55038901,COMPLETED
68615371,CHARGEOFF
28652994,COMPLETED
70852257,CHARGEOFF
74623512,CURRENT
12495684,CHARGEOFF
6940023,CHARGEOFF
56117903,COMPLETED
19647263,COMPLETED
3728766,COMPLETED
57882720,CHARGEOFF
59101802,CURRENT
8126951,CHARGEOFF
41042119,COMPLETED
15489898,COMPLETED
59159393,CHARGEOFF
34433983,CHARGEOFF
61752206,CURRENT
59452023,COMPLETED
26879527,COMPLETED
3932095,COMPLETED
71988429,COMPLETED
28673841,CHARGEOFF
73864158,COMPLETED
1598823,COMPLETED
2826139,COMPLETED
39622322,COMPLETED
81424493,CHARGEOFF
79074310,CURRENT
60396746,CURRENT
83706266,COMPLETED
13797572,COMPLETED
60246754,COMPLETED
1518936,COMPLETED
8765278,COMPLETED
12405918,COMPLETED
13226954,COMPLETED
64007201,COMPLETED
78268922,CURRENT
56129998,COMPLETED
67205799,COMPLETED
46376600,COMPLETED
4297406,CHARGEOFF
9265201,CURRENT
65864482,COMPLETED
56170316,COMPLETED
6575837,COMPLETED
23553166,COMPLETED
63692467,CHARGEOFF
48012465,COMPLETED
8635725,CHARGEOFF
66592395,CURRENT
44025641,COMPLETED
1856871,CHARGEOFF
45744354,COMPLETED
44875861,COMPLETED
74765423,CHARGEOFF
5969415,COMPLETED
5424766,COMPLETED
66435653,CHARGEOFF
21130767,COMPLETED
1232679,COMPLETED
1678639,COMPLETED
43809581,COMPLETED
57683084,COMPLETED
11544566,COMPLETED
3445665,COMPLETED
77379304,CURRENT
55907743,COMPLETED
55149691,COMPLETED
34462650,COMPLETED
55421755,COMPLETED
33551284,CHARGEOFF
48001525,COMPLETED
55980254,COMPLETED
16221664,COMPLETED
60912183,CURRENT
27521677,COMPLETED
68613856,CURRENT
52301258,COMPLETED
9226386,COMPLETED
52057726,COMPLETED
69082542,COMPLETED
68583705,CURRENT
10079755,COMPLETED
41143111,CURRENT
24815926,COMPLETED
38498241,CHARGEOFF
6705249,COMPLETED
73883712,CURRENT
66955365,COMPLETED
53061516,COMPLETED
19127289,CHARGEOFF
23363261,COMPLETED
73674222,COMPLETED
1190572,COMPLETED
77426720,CURRENT
44513891,COMPLETED
22962680,CURRENT
1481330,COMPLETED
68192852,COMPLETED
54385134,CHARGEOFF
1688102,COMPLETED
19486150,COMPLETED
34492375,COMPLETED
39569265,CURRENT
72843389,CURRENT
58693243,CURRENT
48596892,COMPLETED
47717224,COMPLETED
11044797,COMPLETED
7615773,COMPLETED
54097805,CURRENT
1360185,CHARGEOFF
46586983,COMPLETED
30605936,COMPLETED
65313111,CURRENT
80651319,CURRENT
58430465,COMPLETED
73578269,CURRENT
72732213,CURRENT
9866080,CHARGEOFF
7345473,COMPLETED
22473533,COMPLETED
66565638,CURRENT
5760688,CHARGEOFF
6726222,COMPLETED
76324345,COMPLETED
67919047,COMPLETED
66445452,CURRENT
73488487,CURRENT
4186218,COMPLETED
10694582,COMPLETED
62824610,CURRENT
3639940,COMPLETED
27680546,COMPLETED
7337865,COMPLETED
70681767,CURRENT
75311388,CURRENT
23895202,CURRENT
7367927,COMPLETED
65764011,COMPLETED
3158837,COMPLETED
67347238,CHARGEOFF
7062143,COMPLETED
27620341,COMPLETED
50123351,COMPLETED
53372901,COMPLETED
39532747,CHARGEOFF
31326751,COMPLETED
78810732,CURRENT
62399850,COMPLETED
82930195,CHARGEOFF
7644731,COMPLETED
9796074,CHARGEOFF
8589991,COMPLETED
64107978,CURRENT
11074896,COMPLETED
66430798,CURRENT
61383622,CURRENT
59110701,COMPLETED
20729248,COMPLETED
42284193,COMPLETED
16092137,COMPLETED
4564621,CURRENT
61462707,CURRENT
9046303,COMPLETED
60576659,COMPLETED
40511646,CHARGEOFF
43649259,COMPLETED
20429133,COMPLETED
72532264,CHARGEOFF
51848316,COMPLETED
46407631,CURRENT
70957136,CURRENT
14959046,CHARGEOFF
40217630,CHARGEOFF
51896316,CURRENT
43286368,COMPLETED
49228457,COMPLETED
11626539,COMPLETED
55432439,COMPLETED
60810463,CURRENT
27630723,COMPLETED
8504707,COMPLETED
10454960,COMPLETED
27550947,COMPLETED
65785407,COMPLETED
45364548,COMPLETED
7094928,COMPLETED
72533544,CHARGEOFF
60635800,CHARGEOFF
74925827,CURRENT
49067024,COMPLETED
66634727,COMPLETED
46537199,COMPLETED
1583102,CHARGEOFF
9856560,CURRENT
63406600,DEFAULTED
18484514,COMPLETED
36631292,COMPLETED
7439632,COMPLETED
78933854,COMPLETED
52536478,COMPLETED
53051330,COMPLETED
45504652,COMPLETED
38516591,COMPLETED
44142600,COMPLETED
2476413,CHARGEOFF
48665477,COMPLETED
39611020,COMPLETED
79512072,COMPLETED
3914675,COMPLETED
6934603,COMPLETED
54354627,COMPLETED
37760113,CURRENT
4527446,COMPLETED
38301345,CHARGEOFF
28522826,COMPLETED
55380509,COMPLETED
17595304,COMPLETED
73488155,CURRENT
62256099,CURRENT
15540427,COMPLETED
6788444,COMPLETED
19596572,COMPLETED
55110913,COMPLETED
48060993,COMPLETED
58210131,CHARGEOFF
14678479,CHARGEOFF
61509714,COMPLETED
51506541,COMPLETED
6533149,CHARGEOFF
3057079,COMPLETED
72260250,CURRENT
57723234,COMPLETED
38585337,COMPLETED
6645258,CHARGEOFF
19677294,COMPLETED
21261204,CHARGEOFF
69465353,COMPLETED
6568827,COMPLETED
70632732,CHARGEOFF
1332545,COMPLETED
60607533,COMPLETED
7725379,CURRENT
1300924,COMPLETED
55200673,COMPLETED
51436781,COMPLETED
65773287,COMPLETED
63557431,CURRENT
75119907,COMPLETED
67457234,CURRENT
1592739,COMPLETED
79141257,CHARGEOFF
75202804,COMPLETED
29283686,COMPLETED
5386169,COMPLETED
10606850,CHARGEOFF
71744453,COMPLETED
78954836,CURRENT
48746613,COMPLETED
53604978,CURRENT
13968147,CHARGEOFF
16201433,COMPLETED
35103300,CHARGEOFF
42763342,COMPLETED
12346477,CHARGEOFF
65028584,CURRENT
59551168,COMPLETED
59232767,COMPLETED
7071432,CURRENT
69423445,CURRENT
55268344,COMPLETED
40694285,COMPLETED
26779481,DEFAULTED
54678145,COMPLETED
69424782,COMPLETED
42454927,COMPLETED
18965703,COMPLETED
2225043,COMPLETED
74705914,COMPLETED
7731479,CURRENT
74632506,COMPLETED
61392305,CURRENT
22272330,CHARGEOFF
25247838,COMPLETED
62814759,COMPLETED
69544853,CURRENT
21079659,COMPLETED
2092710,COMPLETED
71806686,CURRENT
61962944,COMPLETED
63417340,CURRENT
41144550,COMPLETED
44966245,CURRENT
52788199,COMPLETED
11717088,CHARGEOFF
77376254,COMPLETED
1575521,CHARGEOFF
78389394,COMPLETED
5959631,COMPLETED
52708765,COMPLETED
38438516,CHARGEOFF
80631066,COMPLETED
8564840,CHARGEOFF
63937554,COMPLETED
56029903,COMPLETED
66026963,COMPLETED
56141391,COMPLETED
32340007,COMPLETED
53534129,COMPLETED
39058256,COMPLETED
65199275,CHARGEOFF
71001419,CURRENT
70924846,COMPLETED
53111187,COMPLETED
19866976,COMPLETED
81555905,CURRENT
5038101,COMPLETED
25747146,COMPLETED
61309414,CHARGEOFF
25616773,CHARGEOFF
8896194,COMPLETED
24524911,CHARGEOFF
48274138,CURRENT
9544769,CURRENT
63927786,COMPLETED
68633959,COMPLETED
2874785,COMPLETED
8936324,COMPLETED
35793877,COMPLETED
1531745,COMPLETED
43245938,COMPLETED
12695208,COMPLETED
65803258,COMPLETED
6542904,COMPLETED
33331845,COMPLETED
58330480,CURRENT
1467132,COMPLETED
68414285,CURRENT
60973185,COMPLETED
9934679,COMPLETED
68515720,COMPLETED
55271230,CURRENT
4654965,COMPLETED
6385777,COMPLETED
27581390,COMPLETED
16321941,COMPLETED
2826883,COMPLETED
1473229,CHARGEOFF
81385282,COMPLETED
4234757,COMPLETED
4806603,CHARGEOFF
40634762,CHARGEOFF
50003847,CHARGEOFF
43810170,CURRENT
68792695,COMPLETED
40432502,CHARGEOFF
66665799,CURRENT
66414022,CHARGEOFF
1509408,CHARGEOFF
48182617,COMPLETED
23093206,CHARGEOFF
43510445,COMPLETED
77398557,CURRENT
60792996,CURRENT
5639580,COMPLETED
1682993,COMPLETED
55310582,COMPLETED
63998684,CURRENT
